date_range_start,date_range_end,Groceries_TRACTCE,Home_TRACTCE,STATEFP,COUNTYFP,Visitor_Count,Home_LON,Home_LAT,Groceries_LON,Groceries_LAT,Distance_Covered (km)
2021-01-04,2021-01-11,210400,210400,48,201,19.0,-95.36219926321468,29.786441640280504,-95.34219926321468,29.806441640280504,2.9417700439897794
2021-01-04,2021-01-11,210400,210500,48,201,8.0,-95.36039174237781,29.79525478820259,-95.34219926321468,29.806441640280504,2.152016214537904
2021-01-04,2021-01-11,210400,210600,48,201,4.0,-95.36535987660318,29.807040425161116,-95.34219926321468,29.806441640280504,2.2399822757285195
2021-01-04,2021-01-11,210400,212300,48,201,8.0,-95.35496487225383,29.77520173301338,-95.34219926321468,29.806441640280504,3.6763019816792566
2021-01-04,2021-01-11,210400,332400,48,201,4.0,-95.32874158584414,29.65811019782741,-95.34219926321468,29.806441640280504,16.493701226556762
2021-01-04,2021-01-11,210400,454400,48,201,4.0,-95.67226684890356,29.74929677540976,-95.34219926321468,29.806441640280504,32.54016726826396
2021-01-04,2021-01-11,210400,510100,48,201,4.0,-95.371431560369,29.769927636172717,-95.34219926321468,29.806441640280504,4.9367575243539354
2021-01-04,2021-01-11,210700,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.33352079308406,29.826730618144694,5.256569452617861
2021-01-04,2021-01-11,210700,210500,48,201,8.0,-95.36039174237781,29.79525478820259,-95.33352079308406,29.826730618144694,4.349831351717096
2021-01-04,2021-01-11,210700,210700,48,201,4.0,-95.35352079308406,29.806730618144694,-95.33352079308406,29.826730618144694,2.9415186906762822
2021-01-04,2021-01-11,210700,220200,48,201,4.0,-95.36493694980507,29.81655605029524,-95.33352079308406,29.826730618144694,3.2393177956240327
2021-01-04,2021-01-11,210700,233300,48,201,4.0,-95.19970369281965,29.754936089700713,-95.33352079308406,29.826730618144694,15.190132414450805
2021-01-04,2021-01-11,210700,251401,48,201,5.0,-95.19123699207458,30.080877510677322,-95.33352079308406,29.826730618144694,31.342296055025965
2021-01-04,2021-01-11,210700,533200,48,201,4.0,-95.4495929514803,29.866879759310613,-95.33352079308406,29.826730618144694,12.067218524643968
2021-01-04,2021-01-11,211000,210900,48,201,4.0,-95.33124261588128,29.804158522300767,-95.31214888345326,29.81709118922878,2.3370948514209697
2021-01-04,2021-01-11,211000,211000,48,201,9.0,-95.33214888345326,29.79709118922878,-95.31214888345326,29.81709118922878,2.9416381261332614
2021-01-04,2021-01-11,211000,230900,48,201,4.0,-95.28097590593167,29.817866387035284,-95.31214888345326,29.81709118922878,3.0144784445763064
2021-01-04,2021-01-11,211200,211700,48,201,4.0,-95.30463973134097,29.800229337643998,-95.3003735110632,29.81817343959775,2.0313952029832087
2021-01-04,2021-01-11,211200,230100,48,201,6.0,-95.33001773553856,29.81406204639238,-95.3003735110632,29.81817343959775,2.901534951448351
2021-01-04,2021-01-11,211200,230900,48,201,6.0,-95.28097590593167,29.817866387035284,-95.3003735110632,29.81817343959775,1.8753170156763213
2021-01-04,2021-01-11,211200,233600,48,201,4.0,-95.259500459925,29.75093230535312,-95.3003735110632,29.81817343959775,8.436579679906561
2021-01-04,2021-01-11,211200,553500,48,201,4.0,-95.4753039786986,30.036440667803838,-95.3003735110632,29.81817343959775,29.50764971024441
2021-01-04,2021-01-11,212400,211600,48,201,6.0,-95.3115924142803,29.780919314997107,-95.26462135414886,29.807511485285772,5.414165922011832
2021-01-04,2021-01-11,212400,211700,48,201,9.0,-95.30463973134097,29.800229337643998,-95.26462135414886,29.807511485285772,3.9521100440265817
2021-01-04,2021-01-11,212400,211900,48,201,8.0,-95.29950976465496,29.783816949955913,-95.26462135414886,29.807511485285772,4.275111210045488
2021-01-04,2021-01-11,212400,212400,48,201,12.0,-95.28462135414885,29.787511485285773,-95.26462135414886,29.807511485285772,2.941756793209277
2021-01-04,2021-01-11,220300,220200,48,201,8.0,-95.36493694980507,29.81655605029524,-95.34565876993182,29.84423685457451,3.5898129941822603
2021-01-04,2021-01-11,220300,220300,48,201,9.0,-95.36565876993181,29.82423685457451,-95.34565876993182,29.84423685457451,2.941301709881175
2021-01-04,2021-01-11,220300,220400,48,201,14.0,-95.36599835919098,29.833034413346038,-95.34565876993182,29.84423685457451,2.3250483207552
2021-01-04,2021-01-11,220500,210400,48,201,21.0,-95.36219926321468,29.786441640280504,-95.36146449708586,29.856206212409543,7.733689645907903
2021-01-04,2021-01-11,220500,210500,48,201,23.0,-95.36039174237781,29.79525478820259,-95.36146449708586,29.856206212409543,6.75723111178897
2021-01-04,2021-01-11,220500,210600,48,201,23.0,-95.36535987660318,29.807040425161116,-95.36146449708586,29.856206212409543,5.462996487952617
2021-01-04,2021-01-11,220500,210700,48,201,9.0,-95.35352079308406,29.806730618144694,-95.36146449708586,29.856206212409543,5.537827849677234
2021-01-04,2021-01-11,220500,210800,48,201,12.0,-95.34508927948481,29.79438352529337,-95.36146449708586,29.856206212409543,7.033411776134741
2021-01-04,2021-01-11,220500,211000,48,201,8.0,-95.33214888345326,29.79709118922878,-95.36146449708586,29.856206212409543,7.139230788575887
2021-01-04,2021-01-11,220500,211700,48,201,8.0,-95.30463973134097,29.800229337643998,-95.36146449708586,29.856206212409543,8.286539533102163
2021-01-04,2021-01-11,220500,212300,48,201,8.0,-95.35496487225383,29.77520173301338,-95.36146449708586,29.856206212409543,9.001246779989392
2021-01-04,2021-01-11,220500,220100,48,201,4.0,-95.34346359932209,29.815162746501016,-95.36146449708586,29.856206212409543,4.87092340159055
