date_range_start,date_range_end,School_TRACTCE,Home_TRACTCE,STATEFP,COUNTYFP,Visitor_Count,Home_LON,Home_LAT,School_LON,School_LAT,Distance_Covered (km)
2021-01-18,2021-01-25,210500,210500,48,201,4.0,-95.36039174237781,29.79525478820259,-95.34039174237782,29.81525478820259,2.9416608764549514
2021-01-18,2021-01-25,210500,210700,48,201,4.0,-95.35352079308406,29.806730618144694,-95.34039174237782,29.81525478820259,1.5822821334431543
2021-01-18,2021-01-25,210600,222100,48,201,4.0,-95.33485200816477,29.87952892562481,-95.34535987660318,29.827040425161115,5.9062785029215865
2021-01-18,2021-01-25,210800,211200,48,201,4.0,-95.3203735110632,29.79817343959775,-95.32508927948481,29.81438352529337,1.8538049791780273
2021-01-18,2021-01-25,210800,310700,48,201,4.0,-95.31607203284587,29.721098321274656,-95.32508927948481,29.81438352529337,10.377235465567098
2021-01-18,2021-01-25,210800,320602,48,201,4.0,-95.25845676608841,29.67799741838303,-95.32508927948481,29.81438352529337,16.434777165413124
2021-01-18,2021-01-25,210800,330303,48,201,5.0,-95.4976104518426,29.6266359913013,-95.32508927948481,29.81438352529337,26.678619784790435
2021-01-18,2021-01-25,211200,211200,48,201,4.0,-95.3203735110632,29.79817343959775,-95.3003735110632,29.81817343959775,2.9416247181489945
2021-01-18,2021-01-25,211200,320100,48,201,4.0,-95.281269903323,29.694669182970344,-95.3003735110632,29.81817343959775,13.814369963581953
2021-01-18,2021-01-25,211400,211400,48,201,8.0,-95.3281844317412,29.765855575808306,-95.30818443174121,29.785855575808306,2.942024948090547
2021-01-18,2021-01-25,211400,254300,48,201,4.0,-94.97335242216244,29.74223227900456,-95.30818443174121,29.785855575808306,32.74188213672056
2021-01-18,2021-01-25,211700,211700,48,201,4.0,-95.30463973134097,29.800229337643998,-95.28463973134097,29.820229337643998,2.9415992466632623
2021-01-18,2021-01-25,211900,211600,48,201,4.0,-95.3115924142803,29.780919314997107,-95.27950976465496,29.803816949955912,4.0080546716452305
2021-01-18,2021-01-25,211900,211900,48,201,4.0,-95.29950976465496,29.783816949955913,-95.27950976465496,29.803816949955912,2.941802551125056
2021-01-18,2021-01-25,211900,310900,48,201,4.0,-95.3013253205366,29.735790198231363,-95.27950976465496,29.803816949955912,7.8302421529695
2021-01-18,2021-01-25,211900,321700,48,201,4.0,-95.23557489834235,29.677984948906797,-95.27950976465496,29.803816949955912,14.581374289450947
2021-01-18,2021-01-25,212300,220400,48,201,4.0,-95.36599835919098,29.833034413346038,-95.33496487225383,29.79520173301338,5.156216143032781
2021-01-18,2021-01-25,212300,221100,48,201,4.0,-95.35623267076588,29.859871517115696,-95.33496487225383,29.79520173301338,7.45751311920583
2021-01-18,2021-01-25,212300,533500,48,201,4.0,-95.41849390703601,29.892789204495795,-95.33496487225383,29.79520173301338,13.49727068953044
2021-01-18,2021-01-25,212500,212500,48,201,4.0,-95.27957072565626,29.754279827791148,-95.25957072565626,29.774279827791148,2.9421682257630564
2021-01-18,2021-01-25,212500,232500,48,201,4.0,-95.24581243981287,29.80557888117798,-95.25957072565626,29.774279827791148,3.7157528946596843
2021-01-18,2021-01-25,212500,233400,48,201,4.0,-95.2464386239296,29.770728629909488,-95.25957072565626,29.774279827791148,1.3295577306308521
2021-01-18,2021-01-25,212500,233702,48,201,8.0,-95.23788869738793,29.747392785389962,-95.25957072565626,29.774279827791148,3.6441980541123584
2021-01-18,2021-01-25,212500,311100,48,201,4.0,-95.285183696909,29.733195817802272,-95.25957072565626,29.774279827791148,5.184319435885731
2021-01-18,2021-01-25,220200,220400,48,201,4.0,-95.36599835919098,29.833034413346038,-95.34493694980507,29.83655605029524,2.0725897776004767
2021-01-18,2021-01-25,220200,221400,48,201,4.0,-95.39156714413038,29.85343575395205,-95.34493694980507,29.83655605029524,4.879184835134094
2021-01-18,2021-01-25,220200,222300,48,201,4.0,-95.34889743848643,29.896237960154107,-95.34493694980507,29.83655605029524,6.6268077688694875
2021-01-18,2021-01-25,220200,553401,48,201,4.0,-95.44376602551114,30.041159630989586,-95.34493694980507,29.83655605029524,24.605878770097565
2021-01-18,2021-01-25,220300,220300,48,201,4.0,-95.36565876993181,29.82423685457451,-95.34565876993182,29.84423685457451,2.941301709881175
2021-01-18,2021-01-25,220400,220400,48,201,4.0,-95.36599835919098,29.833034413346038,-95.34599835919099,29.853034413346037,2.941192633035548
2021-01-18,2021-01-25,220400,220500,48,201,4.0,-95.38146449708586,29.836206212409543,-95.34599835919099,29.853034413346037,3.9020776838363918
2021-01-18,2021-01-25,220400,221000,48,201,4.0,-95.3446748913805,29.85970113525277,-95.34599835919099,29.853034413346037,0.7499890588656465
2021-01-18,2021-01-25,220400,222000,48,201,4.0,-95.33711571651395,29.868392481248268,-95.34599835919099,29.853034413346037,1.906541907973287
2021-01-18,2021-01-25,220400,222900,48,201,4.0,-95.34481880296913,29.914380757718657,-95.34599835919099,29.853034413346037,6.8012265607095355
2021-01-18,2021-01-25,220400,230100,48,201,4.0,-95.33001773553856,29.81406204639238,-95.34599835919099,29.853034413346037,4.587858002870301
2021-01-18,2021-01-25,220600,220400,48,201,4.0,-95.36599835919098,29.833034413346038,-95.34688015395994,29.861805130717702,3.685688324042758
2021-01-18,2021-01-25,220600,220500,48,201,12.0,-95.38146449708586,29.836206212409543,-95.34688015395994,29.861805130717702,4.384158713085121
2021-01-18,2021-01-25,220600,220600,48,201,4.0,-95.36688015395994,29.841805130717702,-95.34688015395994,29.861805130717702,2.9410838652698903
2021-01-18,2021-01-25,220600,221000,48,201,4.0,-95.3446748913805,29.85970113525277,-95.34688015395994,29.861805130717702,0.31590486435468634
2021-01-18,2021-01-25,220600,221800,48,201,4.0,-95.36110160668426,29.882439807436544,-95.34688015395994,29.861805130717702,2.668276867976944
2021-01-18,2021-01-25,220600,250702,48,201,4.0,-95.17840119071941,30.003262186018837,-95.34688015395994,29.861805130717702,22.594154655860958
2021-01-18,2021-01-25,220600,310600,48,201,4.0,-95.32481961681107,29.73253911630548,-95.34688015395994,29.861805130717702,14.48687900006104
2021-01-18,2021-01-25,220600,532502,48,201,4.0,-95.5002741331924,29.886023571172128,-95.34688015395994,29.861805130717702,15.060296607971573
2021-01-18,2021-01-25,220600,533100,48,201,4.0,-95.45570449307621,29.87619821251522,-95.34688015395994,29.861805130717702,10.63418653054606
2021-01-18,2021-01-25,220800,230400,48,201,4.0,-95.32520075126693,29.830587675967912,-95.31870373924575,29.850846903970552,2.3318508114947814
2021-01-18,2021-01-25,220800,231200,48,201,4.0,-95.24618147099152,29.865248381251327,-95.31870373924575,29.850846903970552,7.186886394747894
2021-01-18,2021-01-25,220800,451401,48,201,4.0,-95.61236674849931,29.75036720409111,-95.31870373924575,29.850846903970552,30.49755048091715
2021-01-18,2021-01-25,220800,553401,48,201,4.0,-95.44376602551114,30.041159630989586,-95.31870373924575,29.850846903970552,24.306899188309988
2021-01-18,2021-01-25,221000,221000,48,201,4.0,-95.3446748913805,29.85970113525277,-95.32467489138051,29.87970113525277,2.9408618592206395
2021-01-18,2021-01-25,221000,230500,48,201,4.0,-95.32871841838849,29.848549831231207,-95.32467489138051,29.87970113525277,3.4751564810201283
2021-01-18,2021-01-25,221000,231700,48,201,4.0,-95.31985967156243,29.876120695170137,-95.32467489138051,29.87970113525277,0.6114798390858874
2021-01-18,2021-01-25,221200,221200,48,201,4.0,-95.37403478726925,29.86459525749974,-95.35403478726926,29.88459525749974,2.940801128810477
2021-01-18,2021-01-25,221200,222000,48,201,4.0,-95.33711571651395,29.868392481248268,-95.35403478726926,29.88459525749974,2.4284619929124243
2021-01-18,2021-01-25,221200,321900,48,201,4.0,-95.22486417616906,29.69577211514656,-95.35403478726926,29.88459525749974,24.373818829454965
2021-01-18,2021-01-25,221200,334003,48,201,4.0,-95.23046992464847,29.605489832416282,-95.35403478726926,29.88459525749974,33.16693490658338
2021-01-18,2021-01-25,221400,220500,48,201,4.0,-95.38146449708586,29.836206212409543,-95.37156714413038,29.873435753952048,4.236255016760941
2021-01-18,2021-01-25,221400,221400,48,201,4.0,-95.39156714413038,29.85343575395205,-95.37156714413038,29.873435753952048,2.9409395946236647
2021-01-18,2021-01-25,221400,532200,48,201,4.0,-95.48222516612555,29.856638827317937,-95.37156714413038,29.873435753952048,10.852318828358856
2021-01-18,2021-01-25,222000,222100,48,201,4.0,-95.33485200816477,29.87952892562481,-95.31711571651395,29.888392481248268,1.9750311857695133
2021-01-18,2021-01-25,222100,231100,48,201,4.0,-95.25255521107573,29.828956826520958,-95.31485200816478,29.89952892562481,9.870459162681797
2021-01-18,2021-01-25,222100,232000,48,201,4.0,-95.27038483176638,29.904300520799417,-95.31485200816478,29.89952892562481,4.327134719573407
2021-01-18,2021-01-25,222100,251100,48,201,4.0,-95.2354855968253,30.03503677551153,-95.31485200816478,29.89952892562481,16.861771500009613
2021-01-18,2021-01-25,222100,454302,48,201,4.0,-95.67015021882324,29.714921825298614,-95.31485200816478,29.89952892562481,39.98127472757436
2021-01-18,2021-01-25,222200,221100,48,201,4.0,-95.35623267076588,29.859871517115696,-95.30365678946933,29.914006114669466,7.861442728481161
2021-01-18,2021-01-25,222200,221900,48,201,4.0,-95.34910391986152,29.8818680148654,-95.30365678946933,29.914006114669466,5.653262956818888
