date_range_start,date_range_end,School_TRACTCE,Home_TRACTCE,STATEFP,COUNTYFP,Visitor_Count,Home_LON,Home_LAT,School_LON,School_LAT,Distance_Covered (km)
2021-02-22,2021-03-01,210400,212300,48,201,4.0,-95.35496487225383,29.77520173301338,-95.34219926321468,29.806441640280504,3.6763019816792575
2021-02-22,2021-03-01,210400,233200,48,201,4.0,-95.19213609393428,29.779685438481113,-95.34219926321468,29.806441640280504,14.809020566262303
2021-02-22,2021-03-01,210500,210500,48,201,4.0,-95.36039174237781,29.79525478820259,-95.34039174237782,29.81525478820259,2.9416608764549514
2021-02-22,2021-03-01,210500,220600,48,201,4.0,-95.36688015395994,29.841805130717702,-95.34039174237782,29.81525478820259,3.9007911506062958
2021-02-22,2021-03-01,210500,330700,48,201,4.0,-95.44215531054026,29.5982132620157,-95.34039174237782,29.81525478820259,25.995878401704413
2021-02-22,2021-03-01,210800,212300,48,201,9.0,-95.35496487225383,29.77520173301338,-95.32508927948481,29.81438352529337,5.2160655832936085
2021-02-22,2021-03-01,210800,221200,48,201,4.0,-95.37403478726925,29.86459525749974,-95.32508927948481,29.81438352529337,7.304396773882463
2021-02-22,2021-03-01,210800,230100,48,201,4.0,-95.33001773553856,29.81406204639238,-95.32508927948481,29.81438352529337,0.4777425314302874
2021-02-22,2021-03-01,210800,231700,48,201,4.0,-95.31985967156243,29.876120695170137,-95.32508927948481,29.81438352529337,6.862189492345952
2021-02-22,2021-03-01,210800,231800,48,201,4.0,-95.30647064011396,29.87710501828628,-95.32508927948481,29.81438352529337,7.1816965333298635
2021-02-22,2021-03-01,210800,430400,48,201,4.0,-95.51552952130554,29.758597627769007,-95.32508927948481,29.81438352529337,19.42466252048566
2021-02-22,2021-03-01,210800,530600,48,201,4.0,-95.40520525231075,29.831331035814156,-95.32508927948481,29.81438352529337,7.968400809011648
2021-02-22,2021-03-01,211200,212500,48,201,4.0,-95.27957072565626,29.754279827791148,-95.3003735110632,29.81817343959775,7.362628157990756
2021-02-22,2021-03-01,211200,220600,48,201,4.0,-95.36688015395994,29.841805130717702,-95.3003735110632,29.81817343959775,6.94117104323788
2021-02-22,2021-03-01,211200,231300,48,201,4.0,-95.27165862621483,29.85769836312809,-95.3003735110632,29.81817343959775,5.186242187934037
2021-02-22,2021-03-01,211200,530400,48,201,4.0,-95.3879777040064,29.82612305451284,-95.3003735110632,29.81817343959775,8.513363376831176
2021-02-22,2021-03-01,211400,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.30818443174121,29.785855575808306,5.22323204529897
2021-02-22,2021-03-01,211400,211400,48,201,4.0,-95.3281844317412,29.765855575808306,-95.30818443174121,29.785855575808306,2.942024948090547
2021-02-22,2021-03-01,211400,311200,48,201,4.0,-95.29903255303357,29.719303608322914,-95.30818443174121,29.785855575808306,7.43009144679429
2021-02-22,2021-03-01,211700,210900,48,201,4.0,-95.33124261588128,29.804158522300767,-95.28463973134097,29.820229337643998,4.844417473443817
2021-02-22,2021-03-01,211700,251600,48,201,4.0,-95.11343513893492,30.1013619377644,-95.28463973134097,29.820229337643998,35.274426505430505
2021-02-22,2021-03-01,211900,210500,48,201,10.0,-95.36039174237781,29.79525478820259,-95.27950976465496,29.803816949955912,7.8770264066884685
2021-02-22,2021-03-01,211900,211700,48,201,4.0,-95.30463973134097,29.800229337643998,-95.27950976465496,29.803816949955912,2.461828557654873
2021-02-22,2021-03-01,211900,211900,48,201,4.0,-95.29950976465496,29.783816949955913,-95.27950976465496,29.803816949955912,2.941802551125056
2021-02-22,2021-03-01,211900,221800,48,201,4.0,-95.36110160668426,29.882439807436544,-95.27950976465496,29.803816949955912,11.752774785687377
2021-02-22,2021-03-01,211900,233002,48,201,4.0,-95.17018305777124,29.801723293873422,-95.27950976465496,29.803816949955912,10.571870941696842
2021-02-22,2021-03-01,211900,310900,48,201,4.0,-95.3013253205366,29.735790198231363,-95.27950976465496,29.803816949955912,7.8302421529695
2021-02-22,2021-03-01,212300,230700,48,201,4.0,-95.30992678191907,29.853007069047592,-95.33496487225383,29.79520173301338,6.849474735935087
2021-02-22,2021-03-01,212500,230900,48,201,4.0,-95.28097590593167,29.817866387035284,-95.25957072565626,29.774279827791148,5.25609636454629
2021-02-22,2021-03-01,220200,210500,48,201,4.0,-95.36039174237781,29.79525478820259,-95.34493694980507,29.83655605029524,4.815794421846897
2021-02-22,2021-03-01,220200,210600,48,201,4.0,-95.36535987660318,29.807040425161116,-95.34493694980507,29.83655605029524,3.8211858198119026
2021-02-22,2021-03-01,220300,220300,48,201,4.0,-95.36565876993181,29.82423685457451,-95.34565876993182,29.84423685457451,2.941301709881175
2021-02-22,2021-03-01,220300,220500,48,201,4.0,-95.38146449708586,29.836206212409543,-95.34565876993182,29.84423685457451,3.5729539652929274
