date_range_start,date_range_end,School_TRACTCE,Home_TRACTCE,STATEFP,COUNTYFP,Visitor_Count,Home_LON,Home_LAT,School_LON,School_LAT,Distance_Covered (km)
2021-03-08,2021-03-15,210500,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.34039174237782,29.81525478820259,3.827017379853493
2021-03-08,2021-03-15,210500,210500,48,201,8.0,-95.36039174237781,29.79525478820259,-95.34039174237782,29.81525478820259,2.9416608764549514
2021-03-08,2021-03-15,210500,210700,48,201,4.0,-95.35352079308406,29.806730618144694,-95.34039174237782,29.81525478820259,1.5822821334431543
2021-03-08,2021-03-15,210500,331900,48,201,4.0,-95.34669466047369,29.662673364617063,-95.34039174237782,29.81525478820259,16.9243409638249
2021-03-08,2021-03-15,210600,210500,48,201,4.0,-95.36039174237781,29.79525478820259,-95.34535987660318,29.827040425161115,3.8112950617123627
2021-03-08,2021-03-15,210600,233200,48,201,4.0,-95.19213609393428,29.779685438481113,-95.34535987660318,29.827040425161115,15.715634825359132
2021-03-08,2021-03-15,210600,530800,48,201,4.0,-95.42022659961586,29.853449702916514,-95.34535987660318,29.827040425161115,7.804964911655541
2021-03-08,2021-03-15,210600,540601,48,201,5.0,-95.6324334733092,29.86219700891456,-95.34535987660318,29.827040425161115,28.01409529194594
2021-03-08,2021-03-15,210800,211400,48,201,4.0,-95.3281844317412,29.765855575808306,-95.32508927948481,29.81438352529337,5.387588586734726
2021-03-08,2021-03-15,210800,230200,48,201,4.0,-95.3056457403535,29.819548549913243,-95.32508927948481,29.81438352529337,1.9647394841191785
2021-03-08,2021-03-15,210800,230300,48,201,4.0,-95.31271959612924,29.834733283177915,-95.32508927948481,29.81438352529337,2.553019829574117
2021-03-08,2021-03-15,210800,230400,48,201,4.0,-95.32520075126693,29.830587675967912,-95.32508927948481,29.81438352529337,1.796253606548977
2021-03-08,2021-03-15,210800,331800,48,201,4.0,-95.34545543266545,29.65267874753436,-95.32508927948481,29.81438352529337,18.032607234808015
2021-03-08,2021-03-15,210800,533000,48,201,6.0,-95.46173351393176,29.889324358683705,-95.32508927948481,29.81438352529337,15.599695211697084
2021-03-08,2021-03-15,211200,211000,48,201,4.0,-95.33214888345326,29.79709118922878,-95.3003735110632,29.81817343959775,3.859687951629191
2021-03-08,2021-03-15,211200,211200,48,201,4.0,-95.3203735110632,29.79817343959775,-95.3003735110632,29.81817343959775,2.9416247181489945
2021-03-08,2021-03-15,211200,211700,48,201,4.0,-95.30463973134097,29.800229337643998,-95.3003735110632,29.81817343959775,2.0313952029832083
2021-03-08,2021-03-15,211200,220600,48,201,4.0,-95.36688015395994,29.841805130717702,-95.3003735110632,29.81817343959775,6.94117104323788
2021-03-08,2021-03-15,211200,231500,48,201,4.0,-95.29654690022264,29.859841126077864,-95.3003735110632,29.81817343959775,4.633632779855599
2021-03-08,2021-03-15,211400,210800,48,201,8.0,-95.34508927948481,29.79438352529337,-95.30818443174121,29.785855575808306,3.6913742151980107
2021-03-08,2021-03-15,211400,211400,48,201,4.0,-95.3281844317412,29.765855575808306,-95.30818443174121,29.785855575808306,2.942024948090547
2021-03-08,2021-03-15,211400,211900,48,201,4.0,-95.29950976465496,29.783816949955913,-95.30818443174121,29.785855575808306,0.8686936337511767
2021-03-08,2021-03-15,211400,231200,48,201,4.0,-95.24618147099152,29.865248381251327,-95.30818443174121,29.785855575808306,10.64734647290654
2021-03-08,2021-03-15,211900,211700,48,201,4.0,-95.30463973134097,29.800229337643998,-95.27950976465496,29.803816949955912,2.461828557654873
2021-03-08,2021-03-15,211900,211900,48,201,4.0,-95.29950976465496,29.783816949955913,-95.27950976465496,29.803816949955912,2.941802551125056
2021-03-08,2021-03-15,211900,231200,48,201,4.0,-95.24618147099152,29.865248381251327,-95.27950976465496,29.803816949955912,7.533027407909336
2021-03-08,2021-03-15,211900,233002,48,201,4.0,-95.17018305777124,29.801723293873422,-95.27950976465496,29.803816949955912,10.571870941696842
2021-03-08,2021-03-15,211900,310900,48,201,4.0,-95.3013253205366,29.735790198231363,-95.27950976465496,29.803816949955912,7.8302421529695
2021-03-08,2021-03-15,211900,343200,48,201,4.0,-95.05536474937206,29.658115614955086,-95.27950976465496,29.803816949955912,27.038565412812268
2021-03-08,2021-03-15,212300,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.33496487225383,29.79520173301338,2.806577453661138
2021-03-08,2021-03-15,212300,211000,48,201,4.0,-95.33214888345326,29.79709118922878,-95.33496487225383,29.79520173301338,0.34349860784883846
2021-03-08,2021-03-15,212300,212300,48,201,4.0,-95.35496487225383,29.77520173301338,-95.33496487225383,29.79520173301338,2.941909236789544
2021-03-08,2021-03-15,212500,212500,48,201,4.0,-95.27957072565626,29.754279827791148,-95.25957072565626,29.774279827791148,2.9421682257630564
2021-03-08,2021-03-15,212500,232500,48,201,4.0,-95.24581243981287,29.80557888117798,-95.25957072565626,29.774279827791148,3.7157528946596843
2021-03-08,2021-03-15,212500,232701,48,201,4.0,-95.2278273334352,29.788649630360545,-95.25957072565626,29.774279827791148,3.4581816962157292
2021-03-08,2021-03-15,212500,233200,48,201,4.0,-95.19213609393428,29.779685438481113,-95.25957072565626,29.774279827791148,6.54848780640212
2021-03-08,2021-03-15,212500,233400,48,201,6.0,-95.2464386239296,29.770728629909488,-95.25957072565626,29.774279827791148,1.3295577306308521
2021-03-08,2021-03-15,220200,220400,48,201,4.0,-95.36599835919098,29.833034413346038,-95.34493694980507,29.83655605029524,2.0725897776004767
2021-03-08,2021-03-15,220200,221400,48,201,4.0,-95.39156714413038,29.85343575395205,-95.34493694980507,29.83655605029524,4.879184835134094
2021-03-08,2021-03-15,220200,530200,48,201,4.0,-95.4242815915388,29.815809264090735,-95.34493694980507,29.83655605029524,8.006380595620653
2021-03-08,2021-03-15,220300,220300,48,201,8.0,-95.36565876993181,29.82423685457451,-95.34565876993182,29.84423685457451,2.941301709881175
2021-03-08,2021-03-15,220300,220500,48,201,4.0,-95.38146449708586,29.836206212409543,-95.34565876993182,29.84423685457451,3.5729539652929274
2021-03-08,2021-03-15,220300,221200,48,201,4.0,-95.37403478726925,29.86459525749974,-95.34565876993182,29.84423685457451,3.5511620061072073
2021-03-08,2021-03-15,220400,210600,48,201,4.0,-95.36535987660318,29.807040425161116,-95.34599835919099,29.853034413346037,5.430983117287978
2021-03-08,2021-03-15,220400,221100,48,201,4.0,-95.35623267076588,29.859871517115696,-95.34599835919099,29.853034413346037,1.245914486912597
2021-03-08,2021-03-15,220400,221200,48,201,4.0,-95.37403478726925,29.86459525749974,-95.34599835919099,29.853034413346037,2.9967837960305355
2021-03-08,2021-03-15,220400,233400,48,201,4.0,-95.2464386239296,29.770728629909488,-95.34599835919099,29.853034413346037,13.261387231164125
2021-03-08,2021-03-15,220400,241103,48,201,4.0,-95.3794666762334,30.04770893023658,-95.34599835919099,29.853034413346037,21.820494242309685
2021-03-08,2021-03-15,220400,452802,48,201,4.0,-95.60019977254561,29.696286251008644,-95.34599835919099,29.853034413346037,30.102890380650717
2021-03-08,2021-03-15,220400,530300,48,201,4.0,-95.38878982303882,29.817525961047057,-95.34599835919099,29.853034413346037,5.709290190720728
2021-03-08,2021-03-15,220400,531300,48,201,5.0,-95.46393677236894,29.823077430618437,-95.34599835919099,29.853034413346037,11.871756997975982
2021-03-08,2021-03-15,220400,533200,48,201,4.0,-95.4495929514803,29.866879759310613,-95.34599835919099,29.853034413346037,10.126440104902711
2021-03-08,2021-03-15,220400,540700,48,201,4.0,-95.61510688240666,29.857143141703173,-95.34599835919099,29.853034413346037,26.006904172256714
2021-03-08,2021-03-15,220600,220300,48,201,4.0,-95.36565876993181,29.82423685457451,-95.34688015395994,29.861805130717702,4.542658739638891
2021-03-08,2021-03-15,220600,220400,48,201,8.0,-95.36599835919098,29.833034413346038,-95.34688015395994,29.861805130717702,3.685688324042758
2021-03-08,2021-03-15,220600,220500,48,201,4.0,-95.38146449708586,29.836206212409543,-95.34688015395994,29.861805130717702,4.384158713085121
2021-03-08,2021-03-15,220600,220600,48,201,4.0,-95.36688015395994,29.841805130717702,-95.34688015395994,29.861805130717702,2.9410838652698903
2021-03-08,2021-03-15,220600,250702,48,201,4.0,-95.17840119071941,30.003262186018837,-95.34688015395994,29.861805130717702,22.594154655860958
2021-03-08,2021-03-15,220800,211400,48,201,4.0,-95.3281844317412,29.765855575808306,-95.31870373924575,29.850846903970552,9.465696995987283
2021-03-08,2021-03-15,220800,221100,48,201,4.0,-95.35623267076588,29.859871517115696,-95.31870373924575,29.850846903970552,3.761723803214895
2021-03-08,2021-03-15,220800,230500,48,201,5.0,-95.32871841838849,29.848549831231207,-95.31870373924575,29.850846903970552,1.0006706070991547
2021-03-08,2021-03-15,220800,230900,48,201,4.0,-95.28097590593167,29.817866387035284,-95.31870373924575,29.850846903970552,5.163388260384019
2021-03-08,2021-03-15,221000,221000,48,201,4.0,-95.3446748913805,29.85970113525277,-95.32467489138051,29.87970113525277,2.9408618592206395
2021-03-08,2021-03-15,221000,222000,48,201,4.0,-95.33711571651395,29.868392481248268,-95.32467489138051,29.87970113525277,1.7366498235290633
2021-03-08,2021-03-15,221000,222402,48,201,4.0,-95.38845568912652,29.909137931012296,-95.32467489138051,29.87970113525277,6.971312979539197
2021-03-08,2021-03-15,221000,231800,48,201,4.0,-95.30647064011396,29.87710501828628,-95.32467489138051,29.87970113525277,1.7819888274624744
