date_range_start,date_range_end,Groceries_TRACTCE,Home_TRACTCE,STATEFP,COUNTYFP,Visitor_Count,Home_LON,Home_LAT,Groceries_LON,Groceries_LAT,Distance_Covered (km)
2021-02-22,2021-03-01,210400,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.34219926321468,29.806441640280504,2.9417700439897794
2021-02-22,2021-03-01,210500,210400,48,201,12.0,-95.36219926321468,29.786441640280504,-95.34039174237782,29.81525478820259,3.8270173798531393
2021-02-22,2021-03-01,210500,210500,48,201,23.0,-95.36039174237781,29.79525478820259,-95.34039174237782,29.81525478820259,2.9416608764542445
2021-02-22,2021-03-01,210500,210600,48,201,8.0,-95.36535987660318,29.807040425161116,-95.34039174237782,29.81525478820259,2.579675505558643
2021-02-22,2021-03-01,210500,210700,48,201,4.0,-95.35352079308406,29.806730618144694,-95.34039174237782,29.81525478820259,1.5822821334420942
2021-02-22,2021-03-01,210500,211000,48,201,4.0,-95.33214888345326,29.79709118922878,-95.34039174237782,29.81525478820259,2.16537580650763
2021-02-22,2021-03-01,210500,212300,48,201,4.0,-95.35496487225383,29.77520173301338,-95.34039174237782,29.81525478820259,4.658049693293142
2021-02-22,2021-03-01,210500,220100,48,201,4.0,-95.34346359932209,29.815162746501016,-95.34039174237782,29.81525478820259,0.29711486764780737
2021-02-22,2021-03-01,210500,220200,48,201,4.0,-95.36493694980507,29.81655605029524,-95.34039174237782,29.81525478820259,2.377015329324213
2021-02-22,2021-03-01,210500,220300,48,201,4.0,-95.36565876993181,29.82423685457451,-95.34039174237782,29.81525478820259,2.6374677978532812
2021-02-22,2021-03-01,210500,221800,48,201,4.0,-95.36110160668426,29.882439807436544,-95.34039174237782,29.81525478820259,7.711647487849327
2021-02-22,2021-03-01,210500,222100,48,201,4.0,-95.33485200816477,29.87952892562481,-95.34039174237782,29.81525478820259,7.144862709996855
2021-02-22,2021-03-01,210500,231400,48,201,4.0,-95.28578944492327,29.864834811625474,-95.34039174237782,29.81525478820259,7.619048948849034
2021-02-22,2021-03-01,210500,231800,48,201,4.0,-95.30647064011396,29.87710501828628,-95.34039174237782,29.81525478820259,7.599404848278695
2021-02-22,2021-03-01,210500,252700,48,201,4.0,-95.0272109270252,29.915664438607546,-95.34039174237782,29.81525478820259,32.24053151453449
2021-02-22,2021-03-01,210500,253700,48,201,4.0,-94.97088027511188,29.763581275001666,-95.34039174237782,29.81525478820259,36.18404698209328
2021-02-22,2021-03-01,210500,311400,48,201,4.0,-95.27498120562515,29.719285581630484,-95.34039174237782,29.81525478820259,12.37678958352395
2021-02-22,2021-03-01,210500,312300,48,201,4.0,-95.36036741001728,29.737727846609747,-95.34039174237782,29.81525478820259,8.808183531952555
2021-02-22,2021-03-01,210500,350601,48,201,4.0,-95.17263093186172,29.55458667846278,-95.34039174237782,29.81525478820259,33.14418779514189
2021-02-22,2021-03-01,210500,431302,48,201,4.0,-95.49050714466976,29.743638520798562,-95.34039174237782,29.81525478820259,16.54493984050216
2021-02-22,2021-03-01,210500,450600,48,201,4.0,-95.61500800640096,29.7692488716959,-95.34039174237782,29.81525478820259,27.037016894777576
2021-02-22,2021-03-01,210500,451700,48,201,4.0,-95.63151710461574,29.7324305032411,-95.34039174237782,29.81525478820259,29.612244326650348
2021-02-22,2021-03-01,210600,210500,48,201,8.0,-95.36039174237781,29.79525478820259,-95.34535987660318,29.827040425161115,3.8112950617123627
2021-02-22,2021-03-01,210600,210600,48,201,4.0,-95.36535987660318,29.807040425161116,-95.34535987660318,29.827040425161115,2.9415148515981273
2021-02-22,2021-03-01,210600,210700,48,201,8.0,-95.35352079308406,29.806730618144694,-95.34535987660318,29.827040425161115,2.3855355805831864
2021-02-22,2021-03-01,210600,221800,48,201,4.0,-95.36110160668426,29.882439807436544,-95.34535987660318,29.827040425161115,6.326594024546082
2021-02-22,2021-03-01,210600,230300,48,201,4.0,-95.31271959612924,29.834733283177915,-95.34535987660318,29.827040425161115,3.2678886227785005
2021-02-22,2021-03-01,210600,310300,48,201,4.0,-95.33597465645167,29.73645598452347,-95.34535987660318,29.827040425161115,10.082101397004054
2021-02-22,2021-03-01,210600,311200,48,201,4.0,-95.29903255303357,29.719303608322914,-95.34535987660318,29.827040425161115,12.755152257910323
2021-02-22,2021-03-01,210600,312700,48,201,4.0,-95.36820967100245,29.726757378935396,-95.34535987660318,29.827040425161115,11.333721730393147
2021-02-22,2021-03-01,210600,432901,48,201,4.0,-95.52794318189785,29.716316719200293,-95.34535987660318,29.827040425161115,21.50369406183588
2021-02-22,2021-03-01,210600,451700,48,201,8.0,-95.63151710461574,29.7324305032411,-95.34535987660318,29.827040425161115,29.591717526428944
2021-02-22,2021-03-01,210600,511400,48,201,4.0,-95.38312416289095,29.795787810576908,-95.34535987660318,29.827040425161115,5.032742444851397
2021-02-22,2021-03-01,210600,530300,48,201,4.0,-95.38878982303882,29.817525961047057,-95.34535987660318,29.827040425161115,4.328301918177459
2021-02-22,2021-03-01,210700,532502,48,201,4.0,-95.5002741331924,29.886023571172128,-95.33352079308406,29.826730618144694,17.4015183511994
2021-02-22,2021-03-01,210800,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.32508927948481,29.81438352529337,4.739767922829592
2021-02-22,2021-03-01,210800,210800,48,201,20.0,-95.34508927948481,29.79438352529337,-95.32508927948481,29.81438352529337,2.941671669762447
2021-02-22,2021-03-01,210800,211000,48,201,4.0,-95.33214888345326,29.79709118922878,-95.32508927948481,29.81438352529337,2.0347127345601304
