date_range_start,date_range_end,Groceries_TRACTCE,Home_TRACTCE,STATEFP,COUNTYFP,Visitor_Count,Home_LON,Home_LAT,Groceries_LON,Groceries_LAT,Distance_Covered (km)
2021-03-15,2021-03-22,210400,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.34219926321468,29.806441640280504,2.9417700439897794
2021-03-15,2021-03-22,210500,210400,48,201,16.0,-95.36219926321468,29.786441640280504,-95.34039174237782,29.81525478820259,3.8270173798531393
2021-03-15,2021-03-22,210500,210500,48,201,19.0,-95.36039174237781,29.79525478820259,-95.34039174237782,29.81525478820259,2.9416608764542445
2021-03-15,2021-03-22,210500,210600,48,201,8.0,-95.36535987660318,29.807040425161116,-95.34039174237782,29.81525478820259,2.579675505558643
2021-03-15,2021-03-22,210500,211200,48,201,4.0,-95.3203735110632,29.79817343959775,-95.34039174237782,29.81525478820259,2.707439811711305
2021-03-15,2021-03-22,210500,211700,48,201,5.0,-95.30463973134097,29.800229337643998,-95.34039174237782,29.81525478820259,3.8365954172581764
2021-03-15,2021-03-22,210500,212300,48,201,4.0,-95.35496487225383,29.77520173301338,-95.34039174237782,29.81525478820259,4.658049693293142
2021-03-15,2021-03-22,210500,220100,48,201,4.0,-95.34346359932209,29.815162746501016,-95.34039174237782,29.81525478820259,0.29711486764780737
2021-03-15,2021-03-22,210500,220300,48,201,4.0,-95.36565876993181,29.82423685457451,-95.34039174237782,29.81525478820259,2.6374677978532812
2021-03-15,2021-03-22,210500,222100,48,201,4.0,-95.33485200816477,29.87952892562481,-95.34039174237782,29.81525478820259,7.144862709996855
2021-03-15,2021-03-22,210500,231300,48,201,4.0,-95.27165862621483,29.85769836312809,-95.34039174237782,29.81525478820259,8.140052439219069
2021-03-15,2021-03-22,210500,241101,48,201,4.0,-95.38911832832937,30.062464641839078,-95.34039174237782,29.81525478820259,27.804420741724904
2021-03-15,2021-03-22,210500,241103,48,201,8.0,-95.3794666762334,30.04770893023658,-95.34039174237782,29.81525478820259,26.042570827794584
2021-03-15,2021-03-22,210500,254100,48,201,4.0,-94.95587899550628,29.746360170903937,-95.34039174237782,29.81525478820259,37.957630579067775
2021-03-15,2021-03-22,210500,312200,48,201,5.0,-95.3497568418416,29.732105550024038,-95.34039174237782,29.81525478820259,9.261366612832559
2021-03-15,2021-03-22,210500,350601,48,201,4.0,-95.17263093186172,29.55458667846278,-95.34039174237782,29.81525478820259,33.14418779514189
2021-03-15,2021-03-22,210500,450600,48,201,5.0,-95.61500800640096,29.7692488716959,-95.34039174237782,29.81525478820259,27.037016894777576
2021-03-15,2021-03-22,210500,511400,48,201,4.0,-95.38312416289095,29.795787810576908,-95.34039174237782,29.81525478820259,4.660748574920029
2021-03-15,2021-03-22,210500,521600,48,201,4.0,-95.5312867187888,29.842472965723182,-95.34039174237782,29.81525478820259,18.695328145139534
2021-03-15,2021-03-22,210500,541500,48,201,4.0,-95.67797600240868,29.85616499714013,-95.34039174237782,29.81525478820259,32.93941449358974
2021-03-15,2021-03-22,210500,550500,48,201,8.0,-95.44546399884509,29.952517037464364,-95.34039174237782,29.81525478820259,18.29023480814749
2021-03-15,2021-03-22,210500,551703,48,201,4.0,-95.56261329173977,29.916016650977593,-95.34039174237782,29.81525478820259,24.201741643912847
2021-03-15,2021-03-22,210500,554902,48,201,4.0,-95.51999305086083,30.097788970893276,-95.34039174237782,29.81525478820259,35.797506559348896
2021-03-15,2021-03-22,210600,210400,48,201,4.0,-95.36219926321468,29.786441640280504,-95.34535987660318,29.827040425161115,4.785725557080317
2021-03-15,2021-03-22,210600,210500,48,201,12.0,-95.36039174237781,29.79525478820259,-95.34535987660318,29.827040425161115,3.8112950617123627
2021-03-15,2021-03-22,210600,210600,48,201,4.0,-95.36535987660318,29.807040425161116,-95.34535987660318,29.827040425161115,2.9415148515981273
2021-03-15,2021-03-22,210600,210700,48,201,4.0,-95.35352079308406,29.806730618144694,-95.34535987660318,29.827040425161115,2.3855355805831864
2021-03-15,2021-03-22,210600,232701,48,201,4.0,-95.2278273334352,29.788649630360545,-95.34535987660318,29.827040425161115,12.132867084221909
2021-03-15,2021-03-22,210600,233600,48,201,4.0,-95.259500459925,29.75093230535312,-95.34535987660318,29.827040425161115,11.836096334411328
2021-03-15,2021-03-22,210600,321600,48,201,4.0,-95.21962518470438,29.677210426862473,-95.34535987660318,29.827040425161115,20.58508743880957
2021-03-15,2021-03-22,210600,342700,48,201,4.0,-95.11857440314054,29.695313211691523,-95.34535987660318,29.827040425161115,26.349691229650684
2021-03-15,2021-03-22,210600,530300,48,201,5.0,-95.38878982303882,29.817525961047057,-95.34535987660318,29.827040425161115,4.328301918177459
2021-03-15,2021-03-22,210600,550602,48,201,4.0,-95.45944054495168,29.94412809703706,-95.34535987660318,29.827040425161115,17.026356409455396
2021-03-15,2021-03-22,210600,551703,48,201,4.0,-95.56261329173977,29.916016650977593,-95.34535987660318,29.827040425161115,23.19081845386523
2021-03-15,2021-03-22,210700,511600,48,201,6.0,-95.37704192276853,29.80301155870071,-95.33352079308406,29.826730618144694,4.960993725197266
2021-03-15,2021-03-22,210800,210600,48,201,4.0,-95.36535987660318,29.807040425161116,-95.32508927948481,29.81438352529337,3.9771006598262897
